Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
1580,1580,"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { METHOD_2 ( view ) ; VAR_1 . METHOD_3 ( ) ; METHOD_4 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { METHOD_2 ( view ) ; }","['Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",1801,"['Delete Invocation', 'Delete Invocation']","['VariableRead', 'Invocation', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.6666666666666666,0.8,2,0,1
1581,1581,"public TYPE_1 METHOD_1 ( android.content.Context context ) { return new TYPE_1 ( context , VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , VAR_6 , VAR_7 , VAR_8 , VAR_9 , VAR_10 , VAR_11 ) ; }","public TYPE_1 METHOD_1 ( android.content.Context context ) { return new TYPE_1 ( context , VAR_1 , VAR_5 , VAR_6 , VAR_7 , VAR_8 , VAR_9 , VAR_10 , VAR_11 ) ; }","['Delete FieldRead', 'Delete FieldRead', 'Delete FieldRead']",1802,"['Delete VariableRead', 'Delete VariableRead', 'Delete VariableRead']","['FieldRead', 'FieldRead', 'FieldRead']","['VariableRead', 'VariableRead', 'VariableRead']",Partial Match,0.0,0.0,0.0,0.0,0,3,3
1582,1582,"public void METHOD_1 ( int VAR_1 ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; METHOD_3 ( VAR_2 ) ; }","public void METHOD_1 ( int VAR_1 ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; }","['Delete TypeAccess', 'Delete Invocation']",1804,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1583,1583,"public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 VAR_2 = new TYPE_1 ( VAR_3 , VAR_4 , VAR_5 , STRING_1 , VAR_6 , VAR_7 , this ) ; VAR_8 . init ( ) ; VAR_2 . METHOD_2 ( ) ; }","public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 VAR_2 = new TYPE_1 ( VAR_3 , VAR_4 , VAR_5 , STRING_1 , VAR_6 , VAR_7 ) ; VAR_8 . init ( ) ; VAR_2 . METHOD_2 ( ) ; }",['Delete ThisAccess'],1805,['Delete VariableRead'],['ThisAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1584,1584,public void METHOD_1 ( TYPE_1 listener ) throws TYPE_2 { TYPE_3 . METHOD_2 ( ( STRING_1 + listener ) ) ; if ( METHOD_3 ( ) ) VAR_1 . get ( ) . VAR_2 . METHOD_4 ( listener ) ; },public void METHOD_1 ( TYPE_1 listener ) throws TYPE_2 { if ( METHOD_3 ( ) ) VAR_1 . get ( ) . VAR_2 . METHOD_4 ( listener ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation']",1807,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.2,1.0,0.2,0.33333333333333337,1,0,4
1585,1585,"private void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.err.println ( ( ( STRING_1 + VAR_1 ) + STRING_2 ) ) ; TYPE_2 b = new TYPE_2 ( ) ; b . METHOD_2 ( VAR_2 , VAR_3 . getValue ( ) ) ; METHOD_3 ( VAR_4 , b ) ; }","private void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 b = new TYPE_2 ( ) ; b . METHOD_2 ( VAR_2 , VAR_3 . getValue ( ) ) ; METHOD_3 ( VAR_4 , b ) ; }","['Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",1808,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'FieldRead', 'VariableRead', 'BinaryOperator', 'FieldRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.2,1.0,0.125,0.2222222222222222,1,0,7
1586,1586,private void METHOD_1 ( ) { if ( ( ( VAR_1 ) != null ) && ( ! ( VAR_1 . METHOD_2 ( ) ) ) ) { } },private void METHOD_1 ( ) { if ( ( ( VAR_1 ) != null ) && ( ! ( VAR_1 . METHOD_2 ( ) ) ) ) { VAR_1 . METHOD_1 ( ) ; } },"['Insert Invocation', 'Insert TypeAccess']",1809,['Insert Invocation'],"['Invocation', 'TypeAccess']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1587,1587,public void METHOD_1 ( ) { if ( ! ( VAR_1 ) ) { METHOD_2 ( ) ; } if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_3 ( ) ; } super . METHOD_1 ( ) ; },public void METHOD_1 ( ) { if ( ! ( VAR_1 ) ) { METHOD_2 ( ) ; } super . METHOD_1 ( ) ; },"['Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",1810,['Delete Invocation'],"['FieldRead', 'Literal', 'BinaryOperator', 'TypeAccess', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.14285714285714285,1.0,0.14285714285714285,0.25,1,0,6
1588,1588,"public void METHOD_1 ( TYPE_1 error ) { VAR_1 . METHOD_2 ( name , VAR_2 , error ) ; }","public void METHOD_1 ( TYPE_1 error ) { VAR_1 . METHOD_2 ( name , error ) ; }",['Delete TypeAccess'],1811,['Delete TypeAccess'],['TypeAccess'],['TypeAccess'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1589,1589,"private void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; if ( ! ( VAR_1 . METHOD_3 ( ) ) ) { METHOD_4 ( ) ; VAR_2 = new TYPE_2 ( this , VAR_3 ) ; } }","private void METHOD_1 ( ) { if ( ! ( VAR_1 . METHOD_3 ( ) ) ) { METHOD_4 ( ) ; VAR_2 = new TYPE_2 ( this , VAR_3 ) ; } }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1812,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
1590,1590,"public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_2 . METHOD_3 ( true ) ; TYPE_2 . METHOD_4 ( getActivity ( ) ) . METHOD_5 ( this ) ; }","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_2 . METHOD_3 ( true ) ; }","['Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete ThisAccess', 'Delete Invocation']",1813,['Delete Invocation'],"['TypeAccess', 'Invocation', 'Invocation', 'ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
1591,1591,"public void METHOD_1 ( android.view.View view ) { android.content.Intent intent = new android.content.Intent ( METHOD_2 ( ) , VAR_1 class ) ; METHOD_3 ( intent ) ; TYPE_1 . METHOD_4 ( STRING_1 , STRING_2 ) ; }","public void METHOD_1 ( android.view.View view ) { android.content.Intent intent = new android.content.Intent ( METHOD_2 ( ) , VAR_1 class ) ; METHOD_3 ( intent ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1814,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
1592,1592,"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_3 . METHOD_2 ( ) ; VAR_4 . setText ( STRING_1 ) ; METHOD_3 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { }","['Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",1815,"['Delete Invocation', 'Delete Invocation', 'Delete Invocation']","['TypeAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation', 'Invocation']","['Invocation', 'Invocation', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,3,0,3
1593,1593,"public void METHOD_1 ( TYPE_1 VAR_1 , java.io.IOException VAR_2 ) { TYPE_2 . METHOD_2 ( STRING_1 , VAR_2 . METHOD_3 ( ) ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , java.io.IOException VAR_2 ) { }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",1816,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'VariableRead', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
1594,1594,"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { if ( VAR_3 . equals ( STRING_1 ) ) TYPE_2 . METHOD_2 ( ) . METHOD_3 ( TYPE_3 . METHOD_2 ( ) . METHOD_4 ( VAR_4 ) ) ; VAR_1 . METHOD_5 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_1 . METHOD_5 ( ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",1817,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.08333333333333333,0.15384615384615385,1,0,11
1595,1595,"public void METHOD_1 ( java.util.List < java.lang.String > VAR_1 ) { VAR_2 . i ( STRING_1 , STRING_2 ) ; this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; }",public void METHOD_1 ( java.util.List < java.lang.String > VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1819,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
1596,1596,public void METHOD_1 ( final TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 . METHOD_3 ( ) ) ; METHOD_4 ( ) ; },public void METHOD_1 ( final TYPE_1 VAR_1 ) { METHOD_4 ( ) ; },"['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",1820,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
1597,1597,"protected TYPE_1 METHOD_1 ( java.lang.String ... params ) { TYPE_2 VAR_1 = new TYPE_2 ( VAR_2 ) ; TYPE_3 VAR_3 = new TYPE_3 ( VAR_1 ) ; TYPE_1 VAR_4 = VAR_3 . METHOD_2 ( VAR_5 , VAR_6 , VAR_7 ) ; return VAR_4 ; }","protected TYPE_1 METHOD_1 ( java.lang.String ... params ) { TYPE_2 VAR_1 = new TYPE_2 ( VAR_2 ) ; TYPE_3 VAR_3 = new TYPE_3 ( VAR_1 ) ; TYPE_1 VAR_4 = VAR_3 . METHOD_2 ( VAR_5 , VAR_6 ) ; return VAR_4 ; }",['Delete TypeAccess'],1821,['Delete Parameter'],['TypeAccess'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1598,1598,public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 == null ) || ( ( VAR_2 ) == null ) ) return ; METHOD_2 ( ) . METHOD_3 ( VAR_1 ) ; VAR_2 . METHOD_4 ( VAR_1 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 == null ) || ( ( VAR_2 ) == null ) ) return ; VAR_2 . METHOD_4 ( VAR_1 ) ; },"['Delete Invocation', 'Delete VariableRead', 'Delete Invocation']",1823,['Delete Invocation'],"['Invocation', 'VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
1599,1599,"public void METHOD_1 ( ) { VAR_1 . i ( VAR_2 , ( STRING_1 + ( VAR_3 ) ) ) ; VAR_3 = null ; }",public void METHOD_1 ( ) { VAR_3 = null ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",1824,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'FieldRead', 'FieldRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.16666666666666666,0.2857142857142857,1,0,5
1600,1600,public void METHOD_1 ( ) { METHOD_2 ( ) ; if ( ( VAR_1 ) != null ) VAR_1 . METHOD_1 ( ) ; VAR_1 = null ; VAR_2 . METHOD_3 ( ) ; super . METHOD_1 ( ) ; },public void METHOD_1 ( ) { METHOD_2 ( ) ; if ( ( VAR_1 ) != null ) VAR_1 . METHOD_1 ( ) ; VAR_1 = null ; super . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",1825,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1601,1601,public void METHOD_1 ( ) { if ( ( METHOD_2 ( ) . length ) > 0 ) { java.lang.System.out.println ( STRING_1 ) ; for ( java.lang.String VAR_1 : METHOD_2 ( ) ) { java.lang.System.out.print ( ( VAR_1 + STRING_2 ) ) ; } } java.lang.System.out.println ( ) ; },public void METHOD_1 ( ) { if ( ( METHOD_2 ( ) . length ) > 0 ) { java.lang.System.out.println ( STRING_1 ) ; for ( java.lang.String VAR_1 : METHOD_2 ( ) ) { java.lang.System.out.print ( ( VAR_1 + STRING_2 ) ) ; } } },"['Delete TypeAccess', 'Delete FieldRead', 'Delete Invocation']",1827,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
1602,1602,public void METHOD_1 ( int VAR_1 ) { step += VAR_1 ; VAR_2 = ( ( step ) / ( VAR_3 . size ( ) ) ) + 1 ; },public void METHOD_1 ( int VAR_1 ) { java.lang.System.out.println ( step ) ; step += VAR_1 ; VAR_2 = ( ( step ) / ( VAR_3 . size ( ) ) ) + 1 ; },"['Insert Invocation', 'Insert FieldRead', 'Insert FieldRead', 'Insert TypeAccess']",1828,"['Insert TypeAccess', 'Insert Invocation']","['Invocation', 'FieldRead', 'FieldRead', 'TypeAccess']","['TypeAccess', 'Invocation']",GPT Missed Nodes,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0,2
1603,1603,"public void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String VAR_2 ) { VAR_3 . METHOD_2 ( VAR_1 , VAR_2 , this ) ; VAR_3 . METHOD_3 ( ) ; VAR_4 . METHOD_4 ( VAR_5 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String VAR_2 ) { VAR_3 . METHOD_2 ( VAR_1 , VAR_2 , this ) ; VAR_4 . METHOD_4 ( VAR_5 ) ; }","['Delete TypeAccess', 'Delete Invocation']",1830,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1604,1604,"public void METHOD_1 ( ) { VAR_1 . remove ( 0 ) ; TYPE_1 . METHOD_2 ( 0 ) ; TYPE_1 . METHOD_3 ( 0 , VAR_1 . size ( ) ) ; }",public void METHOD_1 ( ) { VAR_1 . remove ( 0 ) ; TYPE_1 . METHOD_2 ( 0 ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",1831,['Delete Invocation'],"['TypeAccess', 'Literal', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
1605,1605,public void METHOD_1 ( ) throws TYPE_1 { VAR_1 . METHOD_2 ( VAR_2 class ) ; VAR_1 . METHOD_3 ( VAR_3 ) ; TYPE_2 . METHOD_4 ( VAR_4 ) . METHOD_5 ( VAR_5 ) ; },public void METHOD_1 ( ) throws TYPE_1 { TYPE_2 . METHOD_4 ( VAR_4 ) . METHOD_5 ( VAR_5 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1832,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,2,0,4
1606,1606,public boolean METHOD_1 ( ) { return this . value ; },public boolean METHOD_1 ( ) { return this . getValue ( ) ; },"['Insert Invocation', 'Move ThisAccess', 'Delete FieldRead']",1833,"['Insert Invocation', 'Delete VariableRead']","['Invocation', 'ThisAccess', 'FieldRead']","['Invocation', 'VariableRead']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
1607,1607,public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.out.println ( ( STRING_1 + VAR_1 ) ) ; this . VAR_1 = VAR_1 ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation']",1834,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.2,1.0,0.16666666666666666,0.2857142857142857,1,0,5
1608,1608,public static void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; java.lang.System.out.println ( VAR_1 . toString ( ) ) ; java.lang.System.out.println ( STRING_2 ) ; java.lang.System.out.println ( VAR_2 . toString ( ) ) ; },public static void METHOD_1 ( ) { java.lang.System.out.println ( VAR_1 . toString ( ) ) ; java.lang.System.out.println ( VAR_2 . toString ( ) ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",1835,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation', 'TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,2,0,6
1609,1609,public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_1 VAR_1 = this . VAR_2 . METHOD_2 ( VAR_3 class ) ; this . VAR_4 = VAR_1 . METHOD_3 ( ) . METHOD_4 ( ) ; },public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( VAR_3 class ) ; this . VAR_4 = VAR_1 . METHOD_3 ( ) . METHOD_4 ( ) ; },"['Insert TypeAccess', 'Delete ThisAccess', 'Delete FieldRead']",1836,['Delete TypeAccess'],"['TypeAccess', 'ThisAccess', 'FieldRead']",['TypeAccess'],GPT Missed Nodes,0.3333333333333333,0.0,0.0,0.0,0,1,3
1610,1610,"private void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { if ( null != ( VAR_1 ) ) VAR_1 . METHOD_3 ( ) ; METHOD_4 ( true , true , false ) ; } else { METHOD_4 ( true , false , false ) ; } }",private void METHOD_1 ( ) { if ( METHOD_2 ( ) ) { if ( null != ( VAR_1 ) ) VAR_1 . METHOD_3 ( ) ; } },"['Delete Literal', 'Delete Literal', 'Delete Literal', 'Delete Invocation', 'Delete Literal', 'Delete Literal', 'Delete Literal', 'Delete Invocation', 'Delete Block']",1837,['Delete Invocation'],"['Literal', 'Literal', 'Literal', 'Invocation', 'Literal', 'Literal', 'Literal', 'Invocation', 'Block']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.1111111111111111,0.19999999999999998,1,0,8
1611,1611,"public boolean METHOD_1 ( android.view.View view , int position , TYPE_1 VAR_1 ) { android.content.Intent intent = new android.content.Intent ( this , VAR_2 class ) ; intent . METHOD_2 ( VAR_3 ) ; METHOD_3 ( intent ) ; return true ; }","public boolean METHOD_1 ( android.view.View view , int position , TYPE_1 VAR_1 ) { android.content.Intent intent = new android.content.Intent ( this , VAR_2 class ) ; METHOD_3 ( intent ) ; return true ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",1838,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
1612,1612,public void METHOD_1 ( android.view.View VAR_1 ) { date . METHOD_2 ( ) ; date . METHOD_3 ( ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { date . METHOD_3 ( ) ; },"['Delete FieldRead', 'Delete Invocation']",1839,['Delete Invocation'],"['FieldRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1613,1613,public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_2 ( ) ; VAR_2 . METHOD_1 ( ) ; } },public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; },"['Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",1840,['Delete Invocation'],"['FieldRead', 'Literal', 'BinaryOperator', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.14285714285714285,1.0,0.1111111111111111,0.19999999999999998,1,0,8
1614,1614,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; METHOD_3 ( ) ; METHOD_4 ( ) ; }",public void METHOD_1 ( ) { METHOD_3 ( ) ; METHOD_4 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1841,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
1615,1615,public int METHOD_1 ( ) throws TYPE_1 { return METHOD_2 ( this . VAR_1 ) ; },public int METHOD_1 ( ) throws TYPE_1 { return METHOD_2 ( 1 ) ; },"['Insert Literal', 'Delete ThisAccess', 'Delete FieldRead']",1842,['Update Invocation'],"['Literal', 'ThisAccess', 'FieldRead']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
1616,1616,public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = METHOD_2 ( ) ; VAR_2 = new TYPE_1 ( ) ; VAR_3 = new TYPE_2 ( ) ; TYPE_3 . METHOD_3 ( this ) ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = METHOD_2 ( ) ; VAR_2 = new TYPE_1 ( ) ; VAR_3 = new TYPE_2 ( ) ; },"['Delete TypeAccess', 'Delete ThisAccess', 'Delete Invocation']",1844,['Delete Invocation'],"['TypeAccess', 'ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
1617,1617,"public TYPE_1 < TYPE_2 > METHOD_1 ( int i , TYPE_3 VAR_1 ) { VAR_2 . i ( VAR_3 , STRING_1 ) ; return TYPE_4 . METHOD_2 ( this ) ; }","public TYPE_1 < TYPE_2 > METHOD_1 ( int i , TYPE_3 VAR_1 ) { return TYPE_4 . METHOD_2 ( this ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1845,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
1618,1618,"void METHOD_1 ( long VAR_1 , java.lang.String VAR_2 ) { if ( VAR_3 . METHOD_2 ( ) ) { return ; } TYPE_1 VAR_4 = VAR_5 . METHOD_3 ( VAR_1 ) ; METHOD_1 ( VAR_4 , VAR_2 ) ; }","void METHOD_1 ( long VAR_1 , java.lang.String VAR_2 ) { TYPE_1 VAR_4 = VAR_5 . METHOD_3 ( VAR_1 ) ; METHOD_1 ( VAR_4 , VAR_2 ) ; }","['Delete TypeAccess', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete If']",1846,"['Delete Invocation', 'Delete Return']","['TypeAccess', 'Invocation', 'Return', 'Block', 'If']","['Invocation', 'Return']",GPT Missed Nodes,0.4,1.0,0.4,0.5714285714285715,2,0,3
1619,1619,"public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( ( ( VAR_2 ) + ( VAR_3 ) ) , VAR_4 , VAR_5 , VAR_6 ) ; VAR_7 . METHOD_2 ( ) ; }","public void METHOD_1 ( ) { VAR_1 = new TYPE_1 ( ( ( VAR_2 ) + ( VAR_3 ) ) , VAR_4 , VAR_5 , VAR_6 ) ; }","['Delete TypeAccess', 'Delete Invocation']",1847,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1620,1620,public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( INT_1 ) ; VAR_1 . METHOD_1 ( ) ; VAR_2 . METHOD_2 ( VAR_3 ) ; TYPE_2 . METHOD_3 ( ) ; },public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( INT_1 ) ; VAR_1 . METHOD_1 ( ) ; TYPE_2 . METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1848,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
1621,1621,public boolean METHOD_1 ( TYPE_1 item ) { switch ( item . METHOD_2 ( ) ) { case VAR_1 : METHOD_3 ( ) ; break ; } return super . METHOD_1 ( item ) ; },public boolean METHOD_1 ( TYPE_1 item ) { switch ( item . METHOD_2 ( ) ) { case VAR_1 : break ; } return super . METHOD_1 ( item ) ; },['Delete Invocation'],1849,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
