fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
"protected TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( VAR_2 , VAR_3 ) ; VAR_4 . add ( VAR_1 ) ; return VAR_1 ; }","protected TYPE_1 METHOD_1 ( ) { return TYPE_2 . METHOD_2 ( VAR_2 , VAR_3 ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",373
public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_3 result = VAR_2 . METHOD_2 ( new TYPE_3 ( VAR_1 ) ) ; return TYPE_1 . METHOD_3 ( result ) ; },public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { VAR_2 . METHOD_2 ( new TYPE_3 ( VAR_1 ) ) ; return TYPE_1 . METHOD_3 ( VAR_1 ) ; },"['Move Invocation', 'Update VariableRead', 'Delete TypeReference', 'Delete LocalVariable']",375
public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 ) ; java.lang.String data = VAR_1 . METHOD_2 ( STRING_2 ) ; java.lang.System.out.println ( data ) ; java.lang.String VAR_2 = VAR_1 . METHOD_3 ( data ) ; java.lang.System.out.println ( VAR_2 ) ; },"public void METHOD_1 ( ) { java.lang.String data = TYPE_1 . METHOD_2 ( STRING_2 , STRING_1 ) ; TYPE_1 . METHOD_3 ( data , STRING_1 ) ; }","['Insert Invocation', 'Insert TypeAccess', 'Move VariableRead', 'Insert TypeAccess', 'Insert TypeAccess', 'Insert TypeAccess', 'Delete TypeReference', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete FieldRead', 'Delete Invocation', 'Delete TypeReference', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete Invocation']",377
public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 VAR_2 = VAR_3 . METHOD_2 ( VAR_1 ) ; if ( VAR_2 != null ) { return VAR_2 . METHOD_3 ( ) ; } else { return null ; } },public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { return VAR_3 . METHOD_2 ( VAR_1 ) . METHOD_3 ( ) ; },"['Insert Return', 'Insert Invocation', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If']",380
private boolean METHOD_1 ( ) { android.content.Context context = VAR_1 . getContext ( ) ; boolean VAR_2 = TYPE_1 . METHOD_2 ( ) . METHOD_3 ( context ) ; boolean VAR_3 = TYPE_1 . METHOD_2 ( ) . METHOD_4 ( context ) ; return VAR_2 && VAR_3 ; },private boolean METHOD_1 ( ) { android.content.Context context = VAR_1 . getContext ( ) ; return TYPE_1 . METHOD_2 ( ) . METHOD_3 ( context ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete BinaryOperator']",381
"public java.lang.String METHOD_1 ( ) { java.lang.String [ ] split = VAR_1 . split ( STRING_1 , INT_1 ) ; if ( ( VAR_2 . length ) < INT_1 ) return null ; return split [ 1 ] ; }","public java.lang.String METHOD_1 ( ) { return VAR_1 . split ( STRING_1 , INT_1 ) [ 1 ] ; }","['Move Invocation', 'Delete LocalVariable', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If', 'Delete VariableRead']",382
public void METHOD_1 ( int id ) { java.lang.Integer index = METHOD_2 ( id ) ; if ( index != null ) { TYPE_1 temp = VAR_1 . get ( index ) ; VAR_1 . remove ( temp ) ; } },public void METHOD_1 ( int id ) { java.lang.Integer index = METHOD_2 ( id ) ; if ( index != null ) { VAR_1 . remove ( index ) ; } },"['Update Invocation', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",384
public synchronized boolean METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_3 ( true ) ; return true ; },public synchronized boolean METHOD_1 ( TYPE_1 VAR_1 ) { return false ; },"['Update Literal', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete Invocation']",385
"public void update ( ) { VAR_1 = VAR_2 ; VAR_3 = new java.util.HashSet < > ( ) ; TYPE_1 VAR_4 = new TYPE_2 ( VAR_5 , VAR_6 , VAR_7 ) ; METHOD_1 ( VAR_4 ) ; }",public void update ( ) { VAR_1 = VAR_2 ; VAR_3 = new java.util.HashSet < > ( ) ; METHOD_1 ( ) ; },"['Delete TypeReference', 'Delete FieldRead', 'Delete FieldRead', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead']",386
"public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_2 VAR_2 = VAR_3 . METHOD_1 ( VAR_4 . METHOD_2 ( VAR_1 ) ) ; java.lang.System.out.println ( STRING_2 ) ; VAR_4 . METHOD_3 ( VAR_1 , VAR_2 ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.out.println ( STRING_2 ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",387
"public java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { METHOD_2 ( TYPE_1 . METHOD_3 ( VAR_2 , VAR_1 ) ) ; java.lang.String VAR_3 = VAR_4 . get ( ) ; METHOD_2 ( TYPE_1 . METHOD_4 ( VAR_2 , VAR_3 ) ) ; return VAR_3 ; }","public java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { METHOD_2 ( TYPE_1 . METHOD_3 ( VAR_2 , VAR_1 ) ) ; return VAR_4 . get ( ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead']",392
public void METHOD_1 ( TYPE_1 VAR_1 ) { java.util.Date VAR_2 = VAR_3 . METHOD_2 ( VAR_4 . getTime ( ) ) ; VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_5 = VAR_1 ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_5 = VAR_1 ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",394
public static TYPE_1 METHOD_1 ( byte [ ] b ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_1 . METHOD_2 ( b ) ; return new TYPE_1 ( VAR_1 ) ; },public static TYPE_1 METHOD_1 ( byte [ ] b ) { return new TYPE_1 ( new TYPE_2 ( b ) ) ; },"['Insert ConstructorCall', 'Move VariableRead', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",395
public java.lang.String getTime ( ) { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 ) ; java.util.Date VAR_2 = new java.util.Date ( java.lang.Integer.parseInt ( time ) ) ; return VAR_3 . format ( VAR_2 ) ; },public java.lang.String getTime ( ) { return time ; },"['Move FieldRead', 'Delete TypeReference', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",397
public static void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( ) ; TYPE_1 . METHOD_3 ( ) ; TYPE_1 . METHOD_4 ( ) ; VAR_1 . METHOD_5 ( ) ; TYPE_2 < java.lang.String > VAR_2 = VAR_3 . keys ( ) ; VAR_4 . METHOD_6 ( ) ; },public static void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( ) ; TYPE_1 . METHOD_3 ( ) ; TYPE_1 . METHOD_4 ( ) ; VAR_1 . METHOD_5 ( ) ; VAR_4 . METHOD_6 ( ) ; },"['Delete TypeReference', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable']",398
public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( ) ; java.util.Scanner VAR_1 = new java.util.Scanner ( VAR_2 ) ; },public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( ) ; },"['Delete TypeReference', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable']",399
public void METHOD_1 ( TYPE_1 VAR_1 ) { android.view.View VAR_2 = getView ( ) ; if ( VAR_2 != null ) { ( ( TYPE_2 ) ( VAR_2 . METHOD_2 ( VAR_3 ) ) ) . METHOD_3 ( VAR_1 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { ( ( TYPE_2 ) ( getView ( ) . METHOD_2 ( VAR_3 ) ) ) . METHOD_3 ( VAR_1 ) ; },"['Move Invocation', 'Move Invocation', 'Delete VariableRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",400
"public boolean METHOD_1 ( java.lang.Object VAR_1 ) { TYPE_1 p = ( ( TYPE_1 ) ( VAR_1 ) ) ; return VAR_2 . contains ( p . METHOD_2 ( ) . METHOD_3 ( ) , VAR_3 . METHOD_4 ( ) ) ; }",public boolean METHOD_1 ( java.lang.Object VAR_1 ) { },"['Delete TypeReference', 'Delete TypeReference', 'Delete VariableRead', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Return']",401
"public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { android.view.View view = VAR_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; view . METHOD_3 ( VAR_5 ) . METHOD_4 ( VAR_6 ) ; return view ; }","public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { return VAR_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead']",402
"public void METHOD_1 ( int VAR_1 , java.lang.String VAR_2 ) { TYPE_1 p = new TYPE_1 ( ) ; this . VAR_3 = new TYPE_2 ( VAR_1 , VAR_2 , p ) ; }","public void METHOD_1 ( int VAR_1 , java.lang.String VAR_2 ) { this . VAR_3 = new TYPE_2 ( VAR_1 , VAR_2 , new TYPE_1 ( ) ) ; }","['Move ConstructorCall', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",403
"public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( VAR_3 , VAR_4 ) ; METHOD_3 ( VAR_2 ) ; android.content.Intent intent = new android.content.Intent ( VAR_5 , VAR_6 class ) ; METHOD_4 ( intent ) ; METHOD_5 ( ) ; }","public void METHOD_1 ( android.view.View VAR_1 ) { android.content.Intent intent = new android.content.Intent ( VAR_5 , VAR_6 class ) ; METHOD_4 ( intent ) ; METHOD_5 ( ) ; }","['Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation']",404
"public TYPE_1 METHOD_1 ( long VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . METHOD_2 ( VAR_1 , false ) ; if ( VAR_2 != null ) { TYPE_2 . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; } return VAR_2 ; }","public TYPE_1 METHOD_1 ( long VAR_1 ) { return VAR_3 . METHOD_2 ( VAR_1 , false ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If', 'Delete VariableRead']",405
"public void METHOD_1 ( ) { int VAR_1 = INT_1 - 1 ; TYPE_1 buffer = TYPE_2 . METHOD_2 ( VAR_1 ) ; VAR_2 . assertEquals ( buffer . METHOD_3 ( ) , INT_1 ) ; }",public void METHOD_1 ( ) { int VAR_1 = INT_1 - 1 ; TYPE_2 . METHOD_2 ( VAR_1 ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",407
"public void METHOD_1 ( ) throws java.lang.Exception { java.lang.String VAR_1 = VAR_2 . METHOD_2 ( STRING_1 ) ; TYPE_1 VAR_3 = VAR_4 . METHOD_3 ( STRING_2 , STRING_3 , VAR_1 ) ; java.lang.System.out.println ( VAR_5 . response ( ) ) ; }","public void METHOD_1 ( ) throws java.lang.Exception { java.lang.String content = VAR_2 . METHOD_2 ( STRING_1 ) ; TYPE_1 VAR_3 = VAR_4 . METHOD_3 ( STRING_2 , STRING_3 , content ) ; java.lang.System.out.println ( VAR_5 . response ( ) ) ; }","['Update LocalVariable', 'Update VariableRead']",408
public void METHOD_1 ( TYPE_1 VAR_1 ) { int VAR_2 = ( VAR_3 . METHOD_2 ( ) ) + ( VAR_4 . offset ) ; java.lang.System.out.println ( ( ( STRING_1 + VAR_2 ) + STRING_2 ) ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.out.println ( ( ( STRING_1 + ( VAR_3 . METHOD_2 ( ) ) ) + STRING_2 ) ) ; },"['Move BinaryOperator', 'Move FieldRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator']",409
"public void METHOD_1 ( java.lang.String VAR_1 , android.view.View view , TYPE_1 VAR_2 ) { TYPE_2 VAR_3 = ( ( TYPE_2 ) ( view ) ) ; if ( VAR_4 . equals ( VAR_3 . METHOD_2 ( ) ) ) { VAR_3 . METHOD_3 ( VAR_5 ) ; } }","public void METHOD_1 ( java.lang.String VAR_1 , android.view.View view , TYPE_1 VAR_2 ) { }","['Delete TypeReference', 'Delete TypeReference', 'Delete VariableRead', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",410
"public void METHOD_1 ( android.view.View view ) { java.util.ArrayList < java.lang.String > VAR_1 = VAR_2 . METHOD_2 ( ) ; android.content.Intent intent = new android.content.Intent ( this , VAR_3 class ) ; intent . METHOD_3 ( STRING_1 , VAR_1 ) ; METHOD_4 ( intent ) ; }","public void METHOD_1 ( android.view.View view ) { android.content.Intent intent = new android.content.Intent ( this , VAR_3 class ) ; METHOD_4 ( intent ) ; }","['Delete TypeReference', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",411
"public void delete ( java.lang.Long id ) { TYPE_1 VAR_1 = get ( id ) ; if ( TYPE_2 . METHOD_1 ( VAR_1 . METHOD_2 ( ) ) ) { METHOD_3 ( VAR_1 , VAR_2 ) ; } VAR_3 . delete ( VAR_1 ) ; }",public void delete ( java.lang.Long id ) { VAR_3 . delete ( id ) ; },"['Update Invocation', 'Move Invocation', 'Move TypeAccess', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If', 'Delete VariableRead', 'Delete Invocation']",414
public TYPE_1 query ( java.lang.String query ) throws TYPE_2 { TYPE_3 VAR_1 = VAR_2 . METHOD_1 ( query ) ; TYPE_1 VAR_3 = VAR_1 . METHOD_2 ( ) ; return VAR_1 . METHOD_2 ( ) ; },public TYPE_1 query ( java.lang.String query ) throws TYPE_2 { TYPE_3 VAR_1 = VAR_2 . METHOD_1 ( query ) ; return VAR_1 . METHOD_2 ( ) ; },"['Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable']",415
public java.util.List < TYPE_1 > METHOD_1 ( java.lang.Long VAR_1 ) { TYPE_2 VAR_2 = VAR_3 . METHOD_2 ( VAR_1 ) ; return VAR_2 . METHOD_1 ( ) ; },public java.util.List < TYPE_1 > METHOD_1 ( java.lang.Long VAR_1 ) { return VAR_3 . METHOD_2 ( VAR_1 ) . METHOD_1 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",417
public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = super . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( VAR_2 . METHOD_4 ( ) ) ; return VAR_1 ; },public TYPE_1 METHOD_1 ( ) { return super . METHOD_2 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead']",420
"public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { android.view.View VAR_4 = VAR_1 . METHOD_2 ( VAR_5 , VAR_2 , false ) ; METHOD_3 ( VAR_4 ) ; return VAR_4 ; }","public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { return VAR_1 . METHOD_2 ( VAR_5 , VAR_2 , false ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",421
"public TYPE_1 METHOD_1 ( int x , int y , int VAR_1 ) { TYPE_2 VAR_2 = VAR_3 . METHOD_1 ( new TYPE_3 ( x , y , VAR_1 ) ) ; return VAR_2 == null ? null : new TYPE_1 ( VAR_2 ) ; }","public TYPE_1 METHOD_1 ( int x , int y , int VAR_1 ) { TYPE_2 VAR_2 = VAR_3 . METHOD_1 ( x , y , VAR_1 ) ; return VAR_2 == null ? null : new TYPE_1 ( VAR_2 ) ; }","['Move VariableRead', 'Move VariableRead', 'Move VariableRead', 'Delete ConstructorCall']",422
public void METHOD_1 ( ) { int VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_3 . remove ( VAR_1 ) ; VAR_4 . remove ( VAR_1 ) ; },public void METHOD_1 ( ) { VAR_3 . remove ( VAR_2 . METHOD_2 ( ) ) ; },"['Insert Invocation', 'Move TypeAccess', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",423
public void METHOD_1 ( final TYPE_1 event ) { TYPE_2 VAR_1 = event . METHOD_2 ( ) ; TYPE_3 . METHOD_3 ( ) . METHOD_4 ( VAR_1 ) ; if ( VAR_2 . contains ( VAR_1 ) ) { VAR_2 . remove ( VAR_1 ) ; } },public void METHOD_1 ( final TYPE_1 event ) { TYPE_3 . METHOD_3 ( ) . METHOD_4 ( event . METHOD_2 ( ) ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",424
public int METHOD_1 ( int index ) { java.lang.String VAR_1 = METHOD_2 ( index ) ; if ( VAR_1 == null ) return 0 ; return java.lang.Integer.parseInt ( VAR_1 ) ; },public int METHOD_1 ( int index ) { return java.lang.Integer.parseInt ( METHOD_2 ( index ) ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If', 'Delete VariableRead']",426
"public void METHOD_1 ( final java.lang.String VAR_1 , final TYPE_1 VAR_2 ) { java.lang.String VAR_3 = METHOD_2 ( VAR_1 ) ; VAR_4 . put ( VAR_3 , VAR_2 ) ; VAR_5 . put ( VAR_6 . getId ( ) , VAR_2 ) ; }","public void METHOD_1 ( final java.lang.String VAR_1 , final TYPE_1 VAR_2 ) { VAR_4 . put ( VAR_1 , VAR_2 ) ; VAR_5 . put ( VAR_6 . getId ( ) , VAR_2 ) ; }","['Move VariableRead', 'Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead']",427
"public void METHOD_1 ( ) { android.content.Intent intent = new android.content.Intent ( getActivity ( ) , VAR_1 class ) ; METHOD_2 ( intent ) ; getActivity ( ) . METHOD_3 ( ) ; super . METHOD_1 ( ) ; }",public void METHOD_1 ( ) { getActivity ( ) . METHOD_3 ( ) ; super . METHOD_1 ( ) ; },"['Delete TypeReference', 'Delete Invocation', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation']",429
public void METHOD_1 ( java.lang.Object [ ] result ) { if ( ( VAR_1 ) != null ) { TYPE_1 VAR_2 = VAR_1 . METHOD_2 ( result ) ; if ( METHOD_3 ( ) ) { VAR_3 . METHOD_1 ( VAR_2 ) ; } } },public void METHOD_1 ( java.lang.Object [ ] result ) { if ( ( METHOD_3 ( ) ) && ( ( VAR_1 ) != null ) ) { VAR_3 . METHOD_1 ( VAR_1 . METHOD_2 ( result ) ) ; } },"['Insert BinaryOperator', 'Move Invocation', 'Move BinaryOperator', 'Insert Invocation', 'Move TypeAccess', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",430
"public void METHOD_1 ( TYPE_1 context , double VAR_1 ) { double VAR_2 = ( VAR_3 ) + ( VAR_1 * ( ( VAR_4 ) - ( VAR_3 ) ) ) ; VAR_5 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; }","public void METHOD_1 ( TYPE_1 context , double VAR_1 ) { double VAR_2 = VAR_1 * ( ( VAR_3 ) + ( ( VAR_4 ) - ( VAR_3 ) ) ) ; VAR_5 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; }","['Update BinaryOperator', 'Move VariableRead', 'Update BinaryOperator', 'Move FieldRead']",431
public static java.util.List < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { java.util.List < TYPE_1 > VAR_2 = TYPE_3 . METHOD_2 ( ) . METHOD_3 ( VAR_1 ) ; return VAR_2 ; },public static java.util.List < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { java.util.List < TYPE_1 > VAR_2 = TYPE_3 . METHOD_3 ( VAR_1 ) ; return VAR_2 ; },"['Update Invocation', 'Move Invocation', 'Move VariableRead', 'Delete Invocation']",432
"public long METHOD_1 ( ) { return METHOD_2 ( VAR_1 , new java.util.Date ( ) . getTime ( ) ) ; }","public long METHOD_1 ( ) { long value = METHOD_2 ( VAR_1 , new java.util.Date ( ) . getTime ( ) ) ; return value ; }","['Insert LocalVariable', 'Insert TypeReference', 'Move Invocation', 'Insert VariableRead']",434
"public TYPE_1 METHOD_1 ( int id ) throws TYPE_2 { TYPE_3 VAR_1 = METHOD_2 ( VAR_2 . METHOD_3 ( id ) ) ; return METHOD_4 ( VAR_1 , null ) ; }","public TYPE_1 METHOD_1 ( int id ) throws TYPE_2 { TYPE_3 VAR_1 = VAR_2 . METHOD_3 ( id ) ; return METHOD_4 ( VAR_1 , null ) ; }","['Move Invocation', 'Delete Invocation']",436
public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( VAR_3 ) ; if ( VAR_1 != null ) { VAR_1 . METHOD_3 ( VAR_4 . METHOD_4 ( ) ) ; } },public void METHOD_1 ( ) { },"['Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Block', 'Delete If']",437
private void METHOD_1 ( ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( this . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ) ) ; VAR_1 . METHOD_4 ( this ) ; METHOD_5 ( ) ; },private void METHOD_1 ( ) { ( ( TYPE_1 ) ( this . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ) ) . METHOD_4 ( this ) ; METHOD_5 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",438
public boolean METHOD_1 ( TYPE_1 item ) { int id = ( ( item . METHOD_2 ( ) ) < ( VAR_1 ) ) == ( id == ( VAR_2 ) ) ; { return true ; } return super . METHOD_1 ( item ) ; },public boolean METHOD_1 ( TYPE_1 item ) { int id = item . METHOD_2 ( ) ; return super . METHOD_1 ( item ) ; },"['Move Invocation', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return']",439
"protected void METHOD_1 ( TYPE_1 VAR_1 ) { int a = INT_1 ; int VAR_2 = TYPE_2 . METHOD_2 ( VAR_3 , a ) ; super . METHOD_1 ( VAR_1 ) ; METHOD_3 ( VAR_4 ) ; }",protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_3 ( VAR_4 ) ; },"['Delete TypeReference', 'Delete FieldRead', 'Delete LocalVariable', 'Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable']",441
"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { android.content.Intent intent = getIntent ( ) ; METHOD_2 ( 0 , 0 ) ; intent . METHOD_3 ( VAR_3 ) ; METHOD_4 ( ) ; METHOD_2 ( 0 , 0 ) ; METHOD_5 ( intent ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { }","['Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete Literal', 'Delete Literal', 'Delete Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Literal', 'Delete Literal', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation']",442
