fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
1195,"public void METHOD_1 ( ) { new TYPE_1 ( VAR_1 , VAR_2 , TYPE_2 . METHOD_2 ( VAR_1 ) , this , VAR_3 ) . execute ( ) ; }","public void METHOD_1 ( ) { new TYPE_1 ( getActivity ( ) , VAR_2 , TYPE_2 . METHOD_2 ( getActivity ( ) ) , this , VAR_3 ) . execute ( ) ; }","['Insert Invocation', 'Insert Invocation', 'Move TypeAccess', 'Insert Invocation', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",1415,"['Update Invocation', 'Update Invocation']","['Invocation', 'Invocation', 'TypeAccess', 'Invocation', 'FieldRead', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,0.0,0.0,0.0,0,2,7
1196,"public java.util.List < TYPE_1 > METHOD_1 ( ) { return java.util.Arrays.asList ( new TYPE_2 ( ) , new TYPE_3 ( ) , new TYPE_4 ( ) , new TYPE_5 ( ) ) ; }","public java.util.List < TYPE_1 > METHOD_1 ( ) { return java.util.Arrays.asList ( new TYPE_2 ( ) , new TYPE_3 ( ) , new TYPE_4 ( ) ) ; }",['Delete ConstructorCall'],1416,['Delete ConstructorCall'],['ConstructorCall'],['ConstructorCall'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1197,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 , STRING_2 , STRING_3 , STRING_4 , STRING_5 , STRING_6 , STRING_7 ) ; }","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 , STRING_2 , STRING_3 , STRING_5 , STRING_6 , STRING_7 ) ; }",['Delete TypeAccess'],1417,['Delete Invocation'],['TypeAccess'],['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1198,private TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_1 VAR_2 = new TYPE_1 ( ) . METHOD_2 ( VAR_1 ) ; return VAR_2 . METHOD_3 ( METHOD_4 ( ( ( TYPE_3 ) ( VAR_1 ) ) ) ) ; },private TYPE_1 METHOD_1 ( TYPE_3 VAR_1 ) { TYPE_1 VAR_2 = new TYPE_1 ( ) . METHOD_2 ( VAR_1 ) ; return VAR_2 . METHOD_3 ( METHOD_4 ( VAR_1 ) ) ; },"['Update TypeReference', 'Delete TypeReference']",1418,"['Update Parameter', 'Delete TypeReference']","['TypeReference', 'TypeReference']","['Parameter', 'TypeReference']",GPT Hallucinated Nodes,0.5,0.5,0.5,0.5,1,1,1
1199,"public static TYPE_1 METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.lang.String VAR_3 , java.lang.String VAR_4 , java.lang.String VAR_5 , java.lang.String VAR_6 ) { TYPE_2 . METHOD_2 ( ) ; return new TYPE_3 ( VAR_1 , null , VAR_3 , VAR_4 , VAR_5 , VAR_6 ) ; }","public static TYPE_1 METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.lang.String VAR_3 , java.lang.String VAR_4 , java.lang.String VAR_5 , java.lang.String VAR_6 ) { TYPE_2 . METHOD_2 ( ) ; return new TYPE_3 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , VAR_6 ) ; }","['Update ConstructorCall', 'Insert VariableRead', 'Delete Literal']",1419,['Update ConstructorCall'],"['ConstructorCall', 'VariableRead', 'Literal']",['ConstructorCall'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
1200,"java.util.List < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 , java.lang.String VAR_2 ) ;",java.util.List < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) ;,"['Delete TypeReference', 'Delete Parameter']",1421,['Delete Parameter'],"['TypeReference', 'Parameter']",['Parameter'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1201,"public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( STRING_1 , VAR_2 ) ; assertEquals ( STRING_2 , VAR_3 , true ) ; VAR_1 . METHOD_3 ( STRING_1 , VAR_2 ) ; }","public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( STRING_1 , VAR_2 ) ; assertEquals ( VAR_3 , false ) ; VAR_1 . METHOD_3 ( STRING_1 , VAR_2 ) ; }","['Update Literal', 'Delete TypeAccess']",1422,"['Delete Literal', 'Update Literal']","['Literal', 'TypeAccess']","['Literal', 'Literal']",GPT Missed Nodes,0.5,0.5,0.5,0.5,1,1,1
1202,"protected boolean METHOD_1 ( java.lang.Object VAR_1 , java.lang.Object VAR_2 ) { return ( ( ( TYPE_1 ) ( VAR_1 ) ) . METHOD_2 ( ) ) < ( ( ( TYPE_1 ) ( VAR_2 ) ) . METHOD_2 ( ) ) ; }","private boolean METHOD_1 ( java.lang.Object VAR_1 , java.lang.Object VAR_2 ) { return ( ( ( TYPE_1 ) ( VAR_1 ) ) . METHOD_2 ( ) ) < ( ( ( TYPE_1 ) ( VAR_2 ) ) . METHOD_2 ( ) ) ; }",['Update Wra'],1423,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1203,"public void METHOD_1 ( TYPE_1 VAR_1 , boolean value ) throws TYPE_2 { if ( value ) { VAR_1 . METHOD_2 ( ) ; } else { VAR_1 . METHOD_3 ( ) ; } }","public void METHOD_1 ( TYPE_1 VAR_1 , boolean value ) throws TYPE_2 { }","['Delete VariableRead', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",1424,['Delete If'],"['VariableRead', 'VariableRead', 'Invocation', 'Block', 'VariableRead', 'Invocation', 'Block', 'If']",['If'],GPT Missed Nodes,0.25,1.0,0.125,0.2222222222222222,1,0,7
1204,public void METHOD_1 ( java.lang.String text ) { this . VAR_1 = java.lang.Double . METHOD_2 ( text ) ; },public void METHOD_1 ( java.lang.String text ) { this . VAR_1 = java.lang.Integer . METHOD_2 ( text ) ; },['Update TypeAccess'],1425,['Update TypeReference'],['TypeAccess'],['TypeReference'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1205,public boolean METHOD_1 ( ) { return ( this . VAR_1 . size ( ) ) > ( VAR_2 ) ; },public boolean METHOD_1 ( ) { return ( this . VAR_1 . size ( ) ) == ( VAR_2 ) ; },['Update BinaryOperator'],1426,['Update BinaryOperator'],['BinaryOperator'],['BinaryOperator'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1206,"public boolean METHOD_1 ( TYPE_1 item ) { switch ( item . METHOD_2 ( ) ) { case VAR_1 : TYPE_2 . METHOD_3 ( STRING_1 , STRING_2 ) ; break ; case VAR_2 : TYPE_2 . METHOD_3 ( STRING_1 , STRING_3 ) ; break ; } return false ; }","public boolean METHOD_1 ( TYPE_1 item ) { switch ( item . METHOD_2 ( ) ) { case VAR_1 : TYPE_2 . METHOD_3 ( STRING_1 , STRING_2 ) ; break ; case VAR_2 : TYPE_2 . METHOD_3 ( STRING_1 , STRING_3 ) ; break ; } return true ; }",['Update Literal'],1427,['Update Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1207,private java.util.List < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_3 VAR_2 = new TYPE_3 ( ) ; VAR_2 . METHOD_2 ( true ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; return VAR_3 . METHOD_4 ( VAR_2 ) ; },private java.util.List < TYPE_1 > METHOD_1 ( ) { TYPE_3 VAR_2 = new TYPE_3 ( ) ; VAR_2 . METHOD_2 ( true ) ; return VAR_3 . METHOD_4 ( VAR_2 ) ; },"['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",1428,"['Delete Parameter', 'Delete Invocation']","['TypeReference', 'Parameter', 'VariableRead', 'VariableRead', 'Invocation']","['Parameter', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.4,0.5714285714285715,2,0,3
1208,"TYPE_1 METHOD_1 ( java.lang.Long id , TYPE_2 VAR_1 ) ;","TYPE_1 METHOD_1 ( java.lang.Long id , java.lang.String token ) ;","['Update Parameter', 'Update TypeReference']",1430,"['Update Parameter', 'Update Parameter']","['Parameter', 'TypeReference']","['Parameter', 'Parameter']",GPT Missed Nodes,0.5,0.5,0.5,0.5,1,1,1
1209,"private TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { java.util.ArrayList < java.util.ArrayList < TYPE_2 > > VAR_2 = METHOD_2 ( VAR_1 ) ; TYPE_2 VAR_3 = METHOD_3 ( ( VAR_1 + STRING_1 ) ) ; return new TYPE_1 ( VAR_2 , VAR_3 ) ; }","private TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { java.util.ArrayList < java.util.ArrayList < TYPE_2 > > VAR_2 = METHOD_2 ( VAR_1 ) ; TYPE_2 VAR_3 = METHOD_3 ( ( VAR_1 + STRING_1 ) , 1 , f ) ; return new TYPE_1 ( VAR_2 , VAR_3 ) ; }","['Insert Literal', 'Insert FieldRead']",1431,['Update Invocation'],"['Literal', 'FieldRead']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
1210,"public TYPE_1 METHOD_1 ( TYPE_2 c ) { return METHOD_2 ( c , VAR_1 . get ( c ) , true ) ; }","public TYPE_1 METHOD_1 ( TYPE_2 c ) { return METHOD_2 ( c , VAR_1 . get ( c ) ) ; }",['Delete Literal'],1433,['Delete Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1211,public void METHOD_1 ( int VAR_1 ) { if ( VAR_1 < 0 ) throw new TYPE_1 ( STRING_1 ) ; this . VAR_2 = VAR_1 ; },public void METHOD_1 ( int VAR_1 ) { if ( VAR_1 < 0 ) throw new TYPE_1 ( STRING_1 ) ; VAR_2 = VAR_1 ; },['Delete ThisAccess'],1434,['Delete ThisAccess'],['ThisAccess'],['ThisAccess'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1212,"public static double METHOD_1 ( java.util.Date date , boolean VAR_1 ) { java.util.Calendar VAR_2 = new TYPE_1 ( VAR_3 , VAR_4 ) ; VAR_2 . METHOD_2 ( date ) ; return TYPE_2 . METHOD_3 ( VAR_2 , VAR_1 ) ; }","public static double METHOD_1 ( java.util.Date date , boolean VAR_1 ) { java.util.Calendar VAR_2 = new TYPE_1 ( VAR_4 ) ; VAR_2 . METHOD_2 ( date ) ; return TYPE_2 . METHOD_3 ( VAR_2 , VAR_1 ) ; }",['Delete FieldRead'],1435,['Delete ConstructorCall'],['FieldRead'],['ConstructorCall'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1213,public void add ( double x ) { if ( ( VAR_1 ) == null ) { VAR_1 = TYPE_1 . METHOD_1 ( x ) ; } else { VAR_2 . METHOD_2 ( TYPE_1 . METHOD_1 ( x ) ) ; } VAR_3 += x ; },public void add ( double x ) { if ( ( VAR_1 ) == null ) { VAR_1 = new TYPE_1 ( x ) ; } else { VAR_2 . METHOD_2 ( new TYPE_1 ( x ) ) ; } VAR_3 += x ; },"['Insert ConstructorCall', 'Insert ConstructorCall', 'Move VariableRead', 'Move VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",1436,['Update ConstructorCall'],"['ConstructorCall', 'ConstructorCall', 'VariableRead', 'VariableRead', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']",['ConstructorCall'],GPT Missed Nodes,0.25,0.0,0.0,0.0,0,1,8
1214,"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_1 . METHOD_2 ( new TYPE_3 ( TYPE_4 . METHOD_3 ( ) . METHOD_4 ( STRING_1 ) ) { } ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( new TYPE_3 ( TYPE_4 . METHOD_3 ( ) . METHOD_4 ( STRING_1 ) ) { } ) ; },"['Delete TypeReference', 'Delete Parameter']",1437,['Delete Parameter'],"['TypeReference', 'Parameter']",['Parameter'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1215,"protected final TYPE_1 METHOD_1 ( short VAR_1 , java.lang.String VAR_2 ) { return METHOD_1 ( VAR_1 , VAR_2 , new TYPE_2 ( ) ) ; }","protected final TYPE_1 METHOD_1 ( int VAR_1 , java.lang.String VAR_2 ) { return METHOD_1 ( VAR_1 , VAR_2 , new TYPE_2 ( ) ) ; }",['Update TypeReference'],1438,['Update Parameter'],['TypeReference'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1216,"private java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { return VAR_2 . replace ( VAR_3 , STRING_1 ) . replaceAll ( STRING_2 , ""\n"" ) . trim ( ) ; }","private java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { return VAR_2 . replaceAll ( VAR_3 , STRING_1 ) . replaceAll ( STRING_2 , ""\n"" ) . trim ( ) ; }",['Update Invocation'],1440,['Update Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1217,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( ) ; java.lang.System.exit ( 0 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.exit ( 0 ) ; },"['Delete TypeAccess', 'Delete Invocation']",1441,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1218,"public void METHOD_1 ( ) { METHOD_2 ( ) ; boolean VAR_1 = false ; while ( ! VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . METHOD_3 ( ) ; VAR_1 = METHOD_4 ( VAR_2 ) ; } java.lang.System.out.println ( ( STRING_1 + ""\n"" ) ) ; }",public void METHOD_1 ( ) { METHOD_2 ( ) ; boolean VAR_1 = false ; while ( ! VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . METHOD_3 ( ) ; VAR_1 = METHOD_4 ( VAR_2 ) ; } java.lang.System.out.println ( STRING_1 ) ; },"['Insert TypeAccess', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator']",1443,['Update Invocation'],"['TypeAccess', 'FieldRead', 'Literal', 'BinaryOperator']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,4
1219,"public static TYPE_1 METHOD_1 ( java.util.List < ? > list , int VAR_1 ) { return TYPE_2 . METHOD_2 ( list , VAR_1 ) . build ( ) ; }",public static TYPE_1 METHOD_1 ( java.util.List < ? > list ) { return TYPE_2 . METHOD_2 ( list ) . build ( ) ; },"['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",1444,"['Delete Parameter', 'Delete Invocation']","['TypeReference', 'Parameter', 'VariableRead']","['Parameter', 'Invocation']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
1220,"public java.lang.Boolean METHOD_1 ( TYPE_1 VAR_1 ) throws TYPE_2 , TYPE_3 { for ( java.lang.String name : VAR_1 . METHOD_2 ( ) ) { this . METHOD_3 ( name , VAR_1 . METHOD_4 ( ) ) ; } return VAR_2 ; }","public java.lang.Boolean METHOD_1 ( TYPE_1 VAR_1 ) throws TYPE_2 , TYPE_3 { for ( java.lang.String name : VAR_1 . METHOD_2 ( ) ) { this . METHOD_3 ( name ) ; } return VAR_2 ; }","['Delete VariableRead', 'Delete Invocation']",1445,['Update Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,0.0,0.0,0.0,0,1,2
1221,protected TYPE_1 METHOD_1 ( TYPE_2 handle ) { return new TYPE_1 ( handle ) ; },protected TYPE_1 METHOD_1 ( TYPE_2 < TYPE_1 > handle ) { return new TYPE_1 ( handle ) ; },['Insert TypeReference'],1446,['Update Parameter'],['TypeReference'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1222,"private TYPE_1 select ( java.lang.String query ) { return VAR_1 . METHOD_1 ( query , null ) ; }","public TYPE_1 select ( java.lang.String query ) { return VAR_1 . METHOD_1 ( query , null ) ; }",['Update Wra'],1447,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1223,"public boolean METHOD_1 ( java.lang.Long VAR_1 , java.lang.Long VAR_2 ) { return ( VAR_3 . METHOD_2 ( VAR_2 , VAR_1 ) ) != null ; }","public boolean METHOD_1 ( java.lang.Long VAR_1 , java.lang.Long VAR_2 ) { return ( VAR_3 . METHOD_2 ( VAR_1 , VAR_2 ) ) != null ; }",['Move VariableRead'],1448,['Update Invocation'],['VariableRead'],['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1224,public java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) throws java.io.IOException { return TYPE_2 . METHOD_2 ( ) . toString ( ) ; },public java.lang.String METHOD_1 ( ) throws java.io.IOException { return TYPE_2 . METHOD_2 ( ) . toString ( ) ; },"['Delete TypeReference', 'Delete Parameter']",1449,['Delete Parameter'],"['TypeReference', 'Parameter']",['Parameter'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1225,public long METHOD_1 ( ) { return VAR_1 ; },public long METHOD_1 ( ) { return this . VAR_1 ; },['Insert ThisAccess'],1451,['Insert ThisAccess'],['ThisAccess'],['ThisAccess'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1226,"public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( context ) ; assertEquals ( new java.util.ArrayList < java.lang.String > ( ) , VAR_1 . METHOD_2 ( null ) ) ; }","public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( context ) ; assertEquals ( null , VAR_1 . METHOD_2 ( null ) ) ; }","['Insert Literal', 'Delete ConstructorCall']",1452,['Update Invocation'],"['Literal', 'ConstructorCall']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
1227,public boolean METHOD_1 ( TYPE_1 event ) { if ( ! ( METHOD_2 ( ) ) ) return false ; return true ; },public void METHOD_1 ( TYPE_1 event ) { if ( ! ( METHOD_2 ( ) ) ) return ; },"['Update TypeReference', 'Delete Literal', 'Delete Literal', 'Delete Return']",1453,"['Update Parameter', 'Update Return', 'Delete Return']","['TypeReference', 'Literal', 'Literal', 'Return']","['Parameter', 'Return', 'Return']",Partial Match,0.25,0.3333333333333333,0.25,0.28571428571428575,1,2,3
1228,"public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( STRING_1 ) ; TYPE_1 msg ; msg = new TYPE_2 ( VAR_2 , VAR_3 , VAR_4 ) ; VAR_5 . put ( msg , null ) ; VAR_5 . put ( VAR_6 , null ) ; }","public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( STRING_1 ) ; TYPE_1 msg ; msg = new TYPE_2 ( VAR_2 , VAR_3 ) ; VAR_5 . put ( msg , null ) ; VAR_5 . put ( VAR_6 , null ) ; }",['Delete FieldRead'],1454,['Delete Parameter'],['FieldRead'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1229,public void METHOD_1 ( ) { if ( VAR_1 . METHOD_2 ( ) ) { VAR_1 . METHOD_3 ( false ) ; } if ( ( VAR_1 . METHOD_4 ( ) ) == null ) { METHOD_5 ( false ) ; } },public void METHOD_1 ( ) { if ( VAR_1 . METHOD_2 ( ) ) { VAR_1 . METHOD_3 ( false ) ; } if ( ( VAR_1 . METHOD_4 ( ) ) == null ) { METHOD_5 ( ) ; } },['Delete Literal'],1455,['Delete Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1230,"public double [ ] [ ] METHOD_1 ( double VAR_1 , double VAR_2 , double VAR_3 , double VAR_4 , double VAR_5 , TYPE_1 type ) { return METHOD_2 ( VAR_1 , VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , type ) ; }","public double [ ] [ ] METHOD_1 ( double VAR_1 , double VAR_2 , double VAR_3 , double VAR_4 , double VAR_5 , TYPE_1 type ) { return METHOD_2 ( VAR_1 , VAR_1 , 0 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , type ) ; }",['Insert Literal'],1456,['Insert Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1231,public static void main ( java.lang.String [ ] args ) throws TYPE_1 { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_2 . execute ( STRING_1 ) ; },public static void main ( java.lang.String [ ] args ) throws TYPE_1 { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_2 . execute ( ) ; },['Delete TypeAccess'],1457,['Delete Literal'],['TypeAccess'],['Literal'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1232,public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_3 result = TYPE_3 . METHOD_2 ( ) ; result . METHOD_3 ( VAR_1 . METHOD_4 ( ) ) . METHOD_5 ( VAR_1 . METHOD_6 ( ) ) . METHOD_7 ( VAR_2 . getType ( ) ) ; return result ; },public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { TYPE_3 result = TYPE_3 . METHOD_2 ( ) ; result . METHOD_3 ( VAR_1 . METHOD_4 ( ) ) . METHOD_5 ( VAR_1 . METHOD_4 ( ) ) . METHOD_7 ( VAR_2 . getType ( ) ) ; return result ; },['Update Invocation'],1458,['Update Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1233,"public TYPE_1 get ( java.lang.String VAR_1 ) throws java.io.IOException { return get ( VAR_1 , null , null ) ; }","public TYPE_1 get ( java.lang.String VAR_1 ) throws java.io.IOException { return get ( VAR_1 , null ) ; }",['Delete Literal'],1459,['Delete Invocation'],['Literal'],['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1234,private java.lang.String METHOD_1 ( ) { return ( ( METHOD_2 ( ) ) + STRING_1 ) + ( ( TYPE_1 . METHOD_3 ( ) ) / INT_1 ) ; },private java.lang.String METHOD_1 ( ) { return ( ( METHOD_2 ( ) ) + STRING_1 ) + ( ( TYPE_1 . METHOD_3 ( ) ) % INT_1 ) ; },['Update BinaryOperator'],1460,['Update BinaryOperator'],['BinaryOperator'],['BinaryOperator'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1235,private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( INT_1 ) ; VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_1 . METHOD_4 ( INT_2 ) ; VAR_1 . METHOD_5 ( INT_3 ) ; },private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( INT_1 ) ; VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_1 . METHOD_4 ( 0 ) ; VAR_1 . METHOD_5 ( INT_3 ) ; },"['Insert Literal', 'Delete TypeAccess']",1461,['Update Literal'],"['Literal', 'TypeAccess']",['Literal'],GPT Missed Nodes,0.5,0.0,0.0,0.0,0,1,2
1236,"public native void open ( int VAR_1 , int VAR_2 ) ;","private native void open ( int VAR_1 , int VAR_2 ) ;",['Update Wra'],1462,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1237,"int METHOD_1 ( java.lang.Long id , java.lang.Integer VAR_1 , java.lang.Long VAR_2 , TYPE_1 VAR_3 , java.lang.String VAR_4 , java.lang.String source , java.lang.String VAR_5 ) ;","int METHOD_1 ( java.lang.Long id , java.lang.Integer VAR_1 , TYPE_1 VAR_3 , java.lang.String VAR_4 , java.lang.String source , java.lang.String VAR_5 ) ;","['Delete TypeReference', 'Delete Parameter']",1463,['Delete Parameter'],"['TypeReference', 'Parameter']",['Parameter'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1238,public void METHOD_1 ( TYPE_1 event ) { event . METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 event ) { },"['Delete VariableRead', 'Delete Invocation']",1464,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1239,public final boolean METHOD_1 ( ) { return this . VAR_1 . METHOD_1 ( ) ; },public final boolean METHOD_1 ( ) { return VAR_1 . METHOD_1 ( ) ; },"['Insert TypeAccess', 'Delete ThisAccess', 'Delete FieldRead']",1465,['Delete ThisAccess'],"['TypeAccess', 'ThisAccess', 'FieldRead']",['ThisAccess'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
1240,public void METHOD_1 ( ) { VAR_1 = TYPE_1 . METHOD_2 ( new TYPE_2 ( ) ) ; VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_3 = VAR_4 . get ( VAR_1 ) ; },public void METHOD_1 ( ) { VAR_1 = METHOD_2 ( new TYPE_2 ( ) ) ; VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_3 = VAR_4 . get ( VAR_1 ) ; },['Update TypeAccess'],1467,['Delete TypeAccess'],['TypeAccess'],['TypeAccess'],Exact Match,1.0,0.0,0.0,0.0,0,1,1
1241,"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { for ( TYPE_2 VAR_3 : VAR_4 ) { VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ; } }",public void METHOD_1 ( TYPE_1 VAR_1 ) { for ( TYPE_2 VAR_3 : VAR_4 ) { VAR_3 . METHOD_1 ( VAR_1 ) ; } },"['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",1469,"['Delete LocalVariable', 'Update Invocation']","['TypeReference', 'Parameter', 'VariableRead']","['LocalVariable', 'Invocation']",Partial Match,0.0,0.0,0.0,0.0,0,2,3
1242,private void METHOD_1 ( ) { TYPE_1 VAR_1 ; for ( TYPE_2 c : VAR_2 . METHOD_2 ( ) ) { VAR_1 = ( ( TYPE_1 ) ( c ) ) ; VAR_1 . METHOD_3 ( ) ; VAR_1 . METHOD_4 ( ) ; } },private void METHOD_1 ( ) { TYPE_1 VAR_1 ; for ( TYPE_2 c : VAR_2 . METHOD_2 ( ) ) { VAR_1 = ( ( TYPE_1 ) ( c ) ) ; VAR_1 . METHOD_3 ( ) ; } },"['Delete VariableRead', 'Delete Invocation']",1470,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1243,"public void METHOD_1 ( java.lang.String name , java.lang.String value ) { VAR_1 . put ( new TYPE_1 ( name ) , value ) ; }","public void METHOD_1 ( java.lang.String name , java.lang.String value ) { VAR_1 . put ( name , value ) ; }","['Move VariableRead', 'Delete ConstructorCall']",1472,"['Delete ConstructorCall', 'Insert FieldWrite']","['VariableRead', 'ConstructorCall']","['ConstructorCall', 'FieldWrite']",Partial Match,0.3333333333333333,0.5,0.5,0.5,1,1,1
1244,public void METHOD_1 ( ) { VAR_1 . setText ( VAR_2 . toString ( VAR_3 ) ) ; },private void METHOD_1 ( ) { VAR_1 . setText ( VAR_2 . toString ( VAR_3 ) ) ; },['Update Wra'],1473,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1245,"private void METHOD_1 ( int VAR_1 ) { VAR_2 = VAR_1 ; METHOD_2 ( VAR_3 , VAR_4 , VAR_5 ) ; }","private void METHOD_1 ( int VAR_1 ) { VAR_2 = VAR_1 + 1 ; METHOD_2 ( VAR_3 , VAR_4 , VAR_5 ) ; }","['Insert BinaryOperator', 'Move VariableRead', 'Insert Literal']",1474,['Update Assignment'],"['BinaryOperator', 'VariableRead', 'Literal']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
